row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,postal_code_isnull
46,118255,2017-03-11,2017-03-13,First Class,18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,1
47,146703,2015-10-20,2015-10-25,Second Class,18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,1
48,169194,2017-06-20,2017-06-25,Standard Class,16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.00,1
49,169194,2017-06-20,2017-06-25,Standard Class,16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.80,1
50,115742,2016-04-18,2016-04-22,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,1
51,115742,2016-04-18,2016-04-22,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,10002762,Office Supplies,Labels,Avery 485,75.18,1
52,115742,2016-04-18,2016-04-22,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,1
53,115742,2016-04-18,2016-04-22,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1
54,105816,2017-12-11,2017-12-17,Standard Class,15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,1
55,105816,2017-12-11,2017-12-17,Standard Class,15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,1
56,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,1
57,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10001569,Office Supplies,Paper,Xerox 232,32.40,1
58,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,1
59,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,1
60,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.00,1
61,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,1
62,111682,2017-06-17,2017-06-18,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1
63,135545,2016-11-24,2016-11-30,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,1
64,135545,2016-11-24,2016-11-30,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.82,1
65,135545,2016-11-24,2016-11-30,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,10003892,Office Supplies,Paper,Xerox 1943,146.73,1
66,135545,2016-11-24,2016-11-30,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,1
67,164175,2016-04-30,2016-05-05,Standard Class,18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.12,1
68,106376,2015-12-05,2015-12-10,Standard Class,11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,1
69,106376,2015-12-05,2015-12-10,Standard Class,11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.97,1
70,119823,2017-06-04,2017-06-06,First Class,16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,1
71,106075,2017-09-18,2017-09-23,Standard Class,14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1
72,114440,2018-09-14,2018-09-17,Second Class,21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,1
73,134026,2016-04-26,2016-05-02,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.94,1
74,134026,2016-04-26,2016-05-02,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,1
75,134026,2016-04-26,2016-05-02,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1
76,118038,2018-12-09,2018-12-11,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,10004182,Office Supplies,Binders,Economy Binders,1.25,1
77,118038,2018-12-09,2018-12-11,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.71,1
78,118038,2018-12-09,2018-12-11,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,1
79,147606,2015-11-26,2015-12-01,Second Class,15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.30,1
80,127208,2017-06-12,2017-06-15,First Class,20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1
81,127208,2017-06-12,2017-06-15,First Class,20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,1
82,139451,2015-10-12,2015-10-16,Standard Class,13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.90,1
83,139451,2015-10-12,2015-10-16,Standard Class,13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1
84,149734,2016-09-03,2016-09-08,Standard Class,16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,1
85,119662,2018-11-13,2018-11-16,First Class,12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,1
86,140088,2018-05-28,2018-05-30,Second Class,18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,1
87,155558,2018-10-26,2018-11-02,Standard Class,18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1
88,155558,2018-10-26,2018-11-02,Standard Class,18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,10000134,Office Supplies,Labels,Avery 511,6.16,1
89,159695,2017-04-05,2017-04-10,Second Class,14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.37,1
90,109806,2017-09-17,2017-09-22,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.10,1
91,109806,2017-09-17,2017-09-22,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,10004093,Technology,Phones,Panasonic Kx-TS550,73.58,1
92,109806,2017-09-17,2017-09-22,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,10000304,Office Supplies,Paper,Xerox 1995,6.48,1
93,149587,2016-01-31,2016-02-05,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,10003177,Office Supplies,Paper,Xerox 1999,12.96,1
94,149587,2016-01-31,2016-02-05,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,1
95,149587,2016-01-31,2016-02-05,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,1
96,109484,2018-11-06,2018-11-12,Standard Class,19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,1
97,161018,2018-11-09,2018-11-11,Second Class,18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,1
98,157833,2018-06-17,2018-06-20,First Class,16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.31,1
99,149223,2017-09-06,2017-09-11,Standard Class,13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,1
100,158568,2017-08-29,2017-09-02,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,1
101,158568,2017-08-29,2017-09-02,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,1
102,158568,2017-08-29,2017-09-02,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,1
103,129903,2017-12-01,2017-12-04,Second Class,14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,1
104,156867,2016-11-13,2016-11-17,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.90,1
105,156867,2016-11-13,2016-11-17,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,1
106,156867,2016-11-13,2016-11-17,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.88,1
107,119004,2018-11-23,2018-11-28,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11,1
108,119004,2018-11-23,2018-11-28,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.99,1
109,119004,2018-11-23,2018-11-28,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,10000390,Office Supplies,Art,Newell Chalk Holder,3.30,1
110,129476,2016-10-15,2016-10-20,Standard Class,19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,1
111,146780,2018-12-25,2018-12-30,Standard Class,12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,1
112,128867,2017-11-03,2017-11-10,Standard Class,12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,1
113,128867,2017-11-03,2017-11-10,Standard Class,12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,1
114,115259,2015-08-25,2015-08-27,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.10,1
115,115259,2015-08-25,2015-08-27,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1
116,115259,2015-08-25,2015-08-27,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,10004965,Office Supplies,Paper,Xerox 1921,23.98,1
117,115259,2015-08-25,2015-08-27,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,1
118,110457,2016-03-02,2016-03-06,Standard Class,13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,1
119,136476,2016-04-05,2016-04-10,Standard Class,14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79,1
120,103730,2017-06-12,2017-06-15,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,1
121,103730,2017-06-12,2017-06-15,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,1
122,103730,2017-06-12,2017-06-15,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,1
123,103730,2017-06-12,2017-06-15,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,1
124,103730,2017-06-12,2017-06-15,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,1
125,152030,2015-12-26,2015-12-28,Second Class,10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,1
126,134614,2015-09-20,2015-09-25,Standard Class,19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.70,1
127,107272,2018-11-05,2018-11-12,Standard Class,21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,1
128,107272,2018-11-05,2018-11-12,Standard Class,21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,1
129,125969,2017-11-06,2017-11-10,Second Class,16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,1
130,125969,2017-11-06,2017-11-10,Second Class,16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,1
131,164147,2018-02-02,2018-02-05,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,1
132,164147,2018-02-02,2018-02-05,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,10002377,Office Supplies,Paper,Xerox 1916,78.30,1
133,164147,2018-02-02,2018-02-05,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,10002780,Office Supplies,Fasteners,Staples,21.46,1
134,145583,2017-10-13,2017-10-19,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,10001804,Office Supplies,Paper,Xerox 195,20.04,1
